index #,CPU,Time,Thread ID,Process ID,Session ID,Module,Src,Line,Function,Level,Class,Message,Comments
85,5.2E+08,2026-01-24 16:01:16.470Z,104,20712,5109,RemoteHCL,VmwareProvisioning,677,OnDeleteVmCompleted,5,Information,VM deleted successfully in vCenter.,Machine=Win11-Office-VDI-VM07; VmMoRef=vm-50279
86,4.9E+09,2026-01-24 16:01:16.610Z,104,20712,5109,RemoteHCL,MachineMgmt,401,BeginMachineManagementOperation,5,Information,BeginMachineManagementOperation received (DeleteVM).,Machine=Win11-Office-VDI-VM12; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; VmMoRef=vm-48924
87,6.0E+08,2026-01-24 16:01:16.680Z,104,20712,5109,RemoteHCL,VmwareProvisioning,612,DeleteVm,5,Information,Invoking vCenter API: Delete VM.,Machine=Win11-Office-VDI-VM12; VmMoRef=vm-48924; Task=del-d18b2977
88,6.2E+09,2026-01-24 16:01:16.940Z,104,20712,5109,RemoteHCL,VmwareProvisioning,677,OnDeleteVmCompleted,5,Information,VM deleted successfully in vCenter.,Machine=Win11-Office-VDI-VM12; VmMoRef=vm-48924
89,5.3E+09,2026-01-24 16:01:17.080Z,104,20712,5109,RemoteHCL,MachineMgmt,401,BeginMachineManagementOperation,5,Information,BeginMachineManagementOperation received (DeleteVM).,Machine=Win11-Office-VDI-VM18; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; VmMoRef=vm-44045
90,6.1E+09,2026-01-24 16:01:17.150Z,104,20712,5109,RemoteHCL,VmwareProvisioning,612,DeleteVm,5,Information,Invoking vCenter API: Delete VM.,Machine=Win11-Office-VDI-VM18; VmMoRef=vm-44045; Task=del-2fdbafed
91,4.6E+08,2026-01-24 16:01:17.410Z,104,20712,5109,RemoteHCL,VmwareProvisioning,677,OnDeleteVmCompleted,5,Information,VM deleted successfully in vCenter.,Machine=Win11-Office-VDI-VM18; VmMoRef=vm-44045
92,4.6E+08,2026-01-24 16:01:17.550Z,104,20712,5109,RemoteHCL,MachineMgmt,401,BeginMachineManagementOperation,5,Information,BeginMachineManagementOperation received (DeleteVM).,Machine=Win11-Office-VDI-VM22; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; VmMoRef=vm-45733
93,5.9E+08,2026-01-24 16:01:17.620Z,104,20712,5109,RemoteHCL,VmwareProvisioning,612,DeleteVm,5,Information,Invoking vCenter API: Delete VM.,Machine=Win11-Office-VDI-VM22; VmMoRef=vm-45733; Task=del-e0b56731
94,4.8E+09,2026-01-24 16:01:17.880Z,104,20712,5109,RemoteHCL,VmwareProvisioning,677,OnDeleteVmCompleted,5,Information,VM deleted successfully in vCenter.,Machine=Win11-Office-VDI-VM22; VmMoRef=vm-45733
95,4.5E+09,2026-01-24 16:01:18.020Z,104,20712,5109,RemoteHCL,MachineMgmt,401,BeginMachineManagementOperation,5,Information,BeginMachineManagementOperation received (DeleteVM).,Machine=Win11-Office-VDI-VM24; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; VmMoRef=vm-46554
96,5.8E+08,2026-01-24 16:01:18.090Z,104,20712,5109,RemoteHCL,VmwareProvisioning,612,DeleteVm,5,Information,Invoking vCenter API: Delete VM.,Machine=Win11-Office-VDI-VM24; VmMoRef=vm-46554; Task=del-58ffd043
97,4.9E+08,2026-01-24 16:01:18.350Z,104,20712,5109,RemoteHCL,VmwareProvisioning,677,OnDeleteVmCompleted,5,Information,VM deleted successfully in vCenter.,Machine=Win11-Office-VDI-VM24; VmMoRef=vm-46554
